t,v,e13,T
673,1.2806,2.4546,47.52075471698113
674,1.2744,2.4484,47.40377358490566
675,1.2917,2.4657,47.73018867924528
676,1.2986,2.4726,47.86037735849057
677,1.2933,2.4673,47.760377358490565
678,1.3108,2.4848,48.09056603773585
679,1.2888,2.4627999999999997,47.6754716981132
680,1.2009,2.3749000000000002,46.01698113207547
681,1.2436,2.4176,46.822641509433964
682,1.2174,2.3914,46.32830188679245
683,1.2482,2.4222,46.90943396226415
684,1.3242,2.4981999999999998,48.34339622641509
685,1.2211,2.3951000000000002,46.39811320754717
686,1.2192,2.3932,46.362264150943396
687,1.14,2.314,44.867924528301884
688,1.2399,2.4139,46.75283018867924
689,1.261,2.4349999999999996,47.15094339622641
690,1.3211,2.4951,48.284905660377355
691,1.2037,2.3777,46.06981132075472
692,1.296,2.4699999999999998,47.811320754716974
693,1.2449,2.4189,46.847169811320754
694,1.2436,2.4176,46.822641509433964
695,1.2036,2.3776,46.06792452830189
696,1.2265,2.4005,46.5
697,1.235,2.409,46.660377358490564
698,1.2063,2.3803,46.1188679245283
699,1.2263,2.4002999999999997,46.496226415094334
700,1.21,2.384,46.18867924528301
701,1.1544,2.3284000000000002,45.13962264150943
702,1.217,2.391,46.32075471698113
703,1.2029,2.3769,46.054716981132074
704,1.2215,2.3955,46.405660377358494
705,1.25,2.424,46.94339622641509
706,1.2008,2.3748,46.01509433962264
707,1.2331,2.4071,46.624528301886784
708,1.2006,2.3746,46.01132075471698
709,1.1765,2.3505000000000003,45.55660377358491
710,1.2565,2.4305,47.06603773584905
711,1.1811,2.3551,45.64339622641509
712,1.2386,2.4126,46.72830188679245
713,1.2849,2.4589,47.60188679245283
714,1.1078,2.2817999999999996,44.26037735849055
715,1.1997,2.3737,45.994339622641505
716,1.1707,2.3447,45.447169811320755
717,1.1897,2.3636999999999997,45.805660377358485
718,1.2708,2.4448,47.33584905660377
719,1.2492,2.4232,46.928301886792454
720,1.2192,2.3932,46.362264150943396
721,1.2804,2.4543999999999997,47.516981132075465
722,1.2968,2.4707999999999997,47.826415094339616
723,1.2278,2.4017999999999997,46.52452830188678
724,1.2065,2.3804999999999996,46.122641509433954
725,1.222,2.396,46.41509433962264
726,1.1264,2.3004,44.61132075471697
727,1.1229,2.2969,44.54528301886792
728,1.1568,2.3308,45.18490566037735
729,1.2248,2.3988,46.467924528301886
730,1.1758,2.3498,45.54339622641509
731,1.1668,2.3407999999999998,45.37358490566037
732,1.168,2.3419999999999996,45.39622641509433
733,1.1844,2.3583999999999996,45.705660377358484
734,1.1033,2.2773,44.1754716981132
735,1.1851,2.3590999999999998,45.7188679245283
736,1.2368,2.4108,46.69433962264151
737,1.1776,2.3516,45.577358490566034
738,1.1688,2.3428,45.411320754716975
739,1.1801,2.3541,45.624528301886784
740,1.1997,2.3737,45.994339622641505
741,1.1463,2.3203,44.98679245283019
742,1.1614,2.3354,45.27169811320754
743,1.1582,2.3322,45.21132075471697
744,1.2009,2.3749000000000002,46.01698113207547
745,1.1599,2.3339,45.243396226415086
746,1.1591,2.3331,45.22830188679245
747,1.1632,2.3372,45.30566037735849
748,1.1936,2.3676,45.87924528301886
749,1.1159,2.2899,44.413207547169804
750,1.2229,2.3969,46.43207547169811
751,1.092,2.266,43.96226415094339
752,1.1746,2.3486000000000002,45.52075471698113
753,1.1643,2.3383,45.326415094339616
754,1.1102,2.2842000000000002,44.30566037735849
755,1.1691,2.3430999999999997,45.41698113207546
756,1.108,2.282,44.264150943396224
757,1.144,2.3179999999999996,44.94339622641508
758,1.1539,2.3278999999999996,45.13018867924527
759,1.1756,2.3495999999999997,45.539622641509425
760,1.1078,2.2817999999999996,44.26037735849055
761,1.1453,2.3193,44.967924528301886
762,1.1054,2.2794,44.21509433962264
763,1.1361,2.3101000000000003,44.79433962264151
764,1.1159,2.2899,44.413207547169804
765,1.1067,2.2807,44.23962264150943
766,1.1403,2.3143000000000002,44.87358490566038
767,1.1125,2.2865,44.34905660377358
768,1.1208,2.2948,44.50566037735849
769,1.1153,2.2893,44.40188679245282
770,1.1396,2.3136,44.86037735849057
771,1.0679,2.2419000000000002,43.50754716981132
772,1.1011,2.2751,44.13396226415094
773,1.0214,2.1954000000000002,42.63018867924528
774,1.0493,2.2233,43.1566037735849
775,1.0885,2.2625,43.89622641509434
776,1.1279,2.3019,44.639622641509426
777,1.0809,2.2549,43.75283018867924
778,1.1557,2.3297,45.16415094339622
779,1.0958,2.2698,44.03396226415094
780,1.0355,2.2095000000000002,42.89622641509434
781,1.1208,2.2948,44.50566037735849
782,1.0441,2.2180999999999997,43.058490566037726
783,1.0447,2.2187,43.06981132075472
784,1.0846,2.2586,43.82264150943396
785,1.0704,2.2443999999999997,43.55471698113207
786,1.0696,2.2436,43.539622641509425
787,1.022,2.1959999999999997,42.641509433962256
788,1.0928,2.2668,43.97735849056603
789,1.0785,2.2525,43.70754716981131
790,1.0673,2.2413,43.496226415094334
791,1.0777,2.2517,43.69245283018868
792,1.007,2.181,42.35849056603773
793,1.046,2.2199999999999998,43.0943396226415
794,1.0334,2.2074,42.856603773584894
795,0.98157,2.15557,41.87867924528301
796,1.1095,2.2835,44.29245283018868
797,0.98674,2.1607399999999997,41.976226415094324
798,1.0295,2.2035,42.783018867924525
799,1.0516,2.2256,43.199999999999996
800,1.0456,2.2196,43.08679245283018
801,1.064,2.238,43.433962264150935
802,1.0865,2.2605,43.85849056603773
803,1.0356,2.2096,42.89811320754716
804,1.0273,2.2013,42.74150943396226
805,1.0764,2.2504,43.66792452830188
806,1.0651,2.2390999999999996,43.454716981132066
807,1.0286,2.2026,42.766037735849046
808,1.0193,2.1933,42.59056603773584
809,0.98557,2.15957,41.95415094339622
810,1.0569,2.2309,43.3
811,1.1538,2.3278,45.12830188679245
812,1.021,2.195,42.622641509433954
813,1.02,2.194,42.60377358490565
814,1.068,2.242,43.50943396226415
815,1.0667,2.2407,43.48490566037735
816,1.0694,2.2434,43.535849056603766
817,1.0074,2.1814,42.36603773584905
818,1.074,2.248,43.62264150943396
819,1.0533,2.2272999999999996,43.2320754716981
820,0.99438,2.16838,42.12037735849056
821,1.116,2.29,44.41509433962264
822,1.0773,2.2512999999999996,43.684905660377346
823,1.0405,2.2145,42.990566037735846
824,1.0671,2.2411,43.49245283018867
825,1.0424,2.2164,43.02641509433962
826,1.0807,2.2546999999999997,43.749056603773575
827,1.0048,2.1788,42.31698113207546
828,1.0984,2.2724,44.08301886792453
829,0.97747,2.1514699999999998,41.80132075471697
830,1.0355,2.2095000000000002,42.89622641509434
831,1.0294,2.2034000000000002,42.781132075471696
832,1.0127,2.1867,42.46603773584905
833,1.0001,2.1741,42.22830188679245
834,1.0236,2.1976,42.67169811320754
835,1.0574,2.2314,43.309433962264144
836,1.0658,2.2398,43.46792452830188
837,1.049,2.223,43.15094339622641
838,1.1009,2.2748999999999997,44.13018867924527
839,1.0631,2.2371,43.41698113207546
840,1.0734,2.2474,43.61132075471697
841,1.0299,2.2039,42.79056603773584
842,1.0663,2.2403,43.47735849056603
843,1.0062,2.1802,42.34339622641509
844,1.0267,2.2007,42.73018867924527
845,1.0025,2.1765,42.27358490566037
846,1.0099,2.1839,42.413207547169804
847,1.0829,2.2569,43.79056603773584
848,1.0652,2.2392,43.456603773584895
849,1.0623,2.2363,43.40188679245282
850,1.0578,2.2318,43.31698113207546
851,1.0254,2.1994,42.705660377358484
852,1.0385,2.2125,42.952830188679236
853,1.0553,2.2293,43.269811320754705
854,1.0237,2.1977,42.67358490566038
855,1.0491,2.2230999999999996,43.15283018867923
856,1.0266,2.2005999999999997,42.72830188679244
857,1.0957,2.2697,44.03207547169811
858,1.1006,2.2746,44.124528301886784
859,1.0618,2.2358000000000002,43.39245283018868
860,1.0715,2.2455,43.5754716981132
861,1.0292,2.2032,42.77735849056603
862,1.0296,2.2036,42.78490566037735
863,1.0677,2.2417,43.50377358490565
864,1.0395,2.2135,42.97169811320754
865,0.99622,2.17022,42.155094339622636
866,1.0573,2.2313,43.307547169811315
867,1.0604,2.2344,43.36603773584905
868,1.0755,2.2495,43.65094339622641
869,1.0587,2.2327,43.333962264150934
870,1.0824,2.2564,43.781132075471696
871,1.0828,2.2568,43.788679245283014
872,1.0675,2.2415,43.49999999999999
873,1.0549,2.2289,43.26226415094339
874,1.0475,2.2215,43.122641509433954
875,1.0323,2.2062999999999997,42.83584905660376
876,1.0359,2.2099,42.90377358490566
877,1.0176,2.1916,42.55849056603773
878,1.0119,2.1859,42.450943396226414
879,1.0591,2.2331,43.34150943396226
880,1.0069,2.1809,42.356603773584894
881,1.0132,2.1872,42.475471698113196
882,1.0552,2.2291999999999996,43.267924528301876
883,1.0762,2.2502,43.66415094339622
884,1.0768,2.2508,43.6754716981132
885,1.0236,2.1976,42.67169811320754
886,1.0101,2.1841,42.41698113207546
887,1.0328,2.2068,42.84528301886792
888,0.9967,2.1707,42.16415094339622
889,1.0905,2.2645,43.933962264150935
890,1.075,2.2489999999999997,43.641509433962256
891,1.0579,2.2319,43.3188679245283
892,1.042,2.216,43.0188679245283
893,1.0135,2.1875,42.48113207547169
894,1.1267,2.3007,44.616981132075466
895,1.0629,2.2369,43.413207547169804
896,1.05,2.224,43.16981132075472
897,1.0845,2.2584999999999997,43.82075471698112
898,1.0456,2.2196,43.08679245283018
899,1.0291,2.2031,42.7754716981132
900,1.031,2.205,42.811320754716974
901,1.1176,2.2916,44.44528301886792
902,1.0225,2.1965,42.65094339622641
903,1.0302,2.2042,42.79622641509434
904,1.0971,2.2710999999999997,44.058490566037726
905,1.0292,2.2032,42.77735849056603
906,1.0567,2.2306999999999997,43.29622641509433
907,1.1094,2.2834,44.29056603773584
908,1.1525,2.3265000000000002,45.10377358490566
909,1.0293,2.2033,42.77924528301886
910,1.1087,2.2827,44.27735849056604
911,1.0965,2.2705,44.04716981132076
912,1.0402,2.2142,42.98490566037735
913,1.0785,2.2525,43.70754716981131
914,1.0239,2.1978999999999997,42.67735849056603
915,1.0846,2.2586,43.82264150943396
916,1.0931,2.2671,43.98301886792453
917,1.0557,2.2297000000000002,43.27735849056604
918,1.0761,2.2500999999999998,43.662264150943386
919,1.0565,2.2305,43.29245283018868
920,1.1234,2.2973999999999997,44.55471698113207
921,1.0963,2.2702999999999998,44.043396226415084
922,1.0588,2.2328,43.33584905660377
923,1.0231,2.1971,42.662264150943386
924,1.0884,2.2624,43.8943396226415
925,1.0085,2.1825,42.386792452830186
926,1.1195,2.2935,44.48113207547169
927,1.0634,2.2374,43.42264150943396
928,1.081,2.255,43.75471698113207
929,1.017,2.191,42.54716981132074
930,1.0367,2.2107,42.9188679245283
931,1.0795,2.2535,43.726415094339615
932,1.0251,2.1990999999999996,42.69999999999999
933,1.075,2.2489999999999997,43.641509433962256
934,1.0761,2.2500999999999998,43.662264150943386
935,1.0577,2.2317,43.31509433962264
936,1.085,2.259,43.830188679245275
937,1.0356,2.2096,42.89811320754716
938,1.0095,2.1835,42.40566037735849
939,1.0893,2.2633,43.911320754716975
940,1.0678,2.2418,43.50566037735849
941,0.99141,2.16541,42.064339622641505
942,1.1262,2.3002000000000002,44.60754716981132
943,1.0176,2.1916,42.55849056603773
944,1.0096,2.1836,42.407547169811316
945,1.0428,2.2168,43.03396226415094
946,1.1024,2.2763999999999998,44.15849056603773
947,1.0569,2.2309,43.3
948,1.0893,2.2633,43.911320754716975
949,1.0784,2.2523999999999997,43.705660377358484
950,0.99761,2.17161,42.18132075471697
951,1.0592,2.2332,43.34339622641509
952,1.0779,2.2519,43.69622641509434
953,1.0876,2.2615999999999996,43.879245283018854
954,1.1222,2.2962,44.53207547169811
955,0.98852,2.1625199999999998,42.00981132075471
956,1.0906,2.2645999999999997,43.935849056603764
957,1.0381,2.2121,42.94528301886792
958,1.0361,2.2100999999999997,42.90754716981131
959,1.0005,2.1745,42.23584905660377
960,1.0675,2.2415,43.49999999999999
961,1.0963,2.2702999999999998,44.043396226415084
962,1.0652,2.2392,43.456603773584895
963,1.0128,2.1868,42.46792452830188
964,1.0799,2.2539,43.73396226415093
965,1.0664,2.2404,43.47924528301887
966,1.0868,2.2607999999999997,43.86415094339622
967,1.0882,2.2622,43.890566037735844
968,1.0555,2.2295,43.27358490566037
969,1.08,2.254,43.73584905660377
970,1.0013,2.1753,42.25094339622641
971,1.0491,2.2230999999999996,43.15283018867923
972,1.0545,2.2285,43.25471698113207
973,1.0383,2.2123,42.94905660377358
974,1.0904,2.2644,43.93207547169811
975,1.0688,2.2428,43.52452830188678
976,1.0852,2.2592,43.833962264150934
977,1.113,2.287,44.35849056603773
978,1.0755,2.2495,43.65094339622641
979,1.0326,2.2066,42.84150943396226
980,1.0559,2.2298999999999998,43.28113207547169
981,1.0968,2.2708,44.05283018867924
982,1.0454,2.2194000000000003,43.08301886792453
983,1.0057,2.1797,42.333962264150934
984,0.98858,2.16258,42.01094339622641
985,0.98966,2.16366,42.03132075471698
986,1.0512,2.2252,43.19245283018868
987,1.0128,2.1868,42.46792452830188
988,1.0986,2.2725999999999997,44.08679245283018
989,1.0707,2.2447,43.56037735849056
990,1.077,2.251,43.67924528301886
991,1.0285,2.2024999999999997,42.76415094339622
992,1.0592,2.2332,43.34339622641509
993,1.0695,2.2435,43.5377358490566
994,0.99161,2.16561,42.068113207547164
995,1.1596,2.3335999999999997,45.23773584905659
996,1.0679,2.2419000000000002,43.50754716981132
997,1.0799,2.2539,43.73396226415093
998,1.0246,2.1986,42.69056603773584
999,1.048,2.222,43.13207547169811
1000,1.0458,2.2198,43.09056603773585
